pl_name,hostname,sy_pnum,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,st_spectype,st_teff
Kepler-887 c,Kepler-887,2,0,7.63846023,0.079700,1.130,0.101,1.51000,0.00474,M-R relationship,5.750000,,6194.00
Kepler-888 b,Kepler-888,1,0,70.69790610,0.328000,1.760,0.157,3.75000,0.01180,M-R relationship,3.780000,,5875.00
Kepler-889 b,Kepler-889,1,0,3.74443900,0.049200,1.090,0.097,1.32000,0.00416,M-R relationship,5.600000,,5961.00
Kepler-890 b,Kepler-890,1,0,52.75875577,0.294400,8.890,0.793,58.60000,0.18400,M-R relationship,0.458000,,5954.00
Kepler-891 b,Kepler-891,1,0,53.44945593,0.288100,6.410,0.572,33.60000,0.10600,M-R relationship,0.701000,,5887.00
Kepler-892 b,Kepler-892,1,0,13.75210720,0.101500,2.810,0.251,8.30000,0.02610,M-R relationship,2.060000,,4747.00
Kepler-893 b,Kepler-893,1,0,6.33855761,0.069900,3.030,0.270,9.43000,0.02970,M-R relationship,1.860000,,5820.00
Kepler-894 b,Kepler-894,1,0,9.80322400,0.091600,2.780,0.248,8.15000,0.02560,M-R relationship,2.080000,,5603.00
Kepler-895 b,Kepler-895,1,0,2.80624233,0.032800,1.540,0.137,2.99000,0.00940,M-R relationship,4.500000,,4315.00
Kepler-896 b,Kepler-896,2,0,144.54739600,0.516400,2.530,0.226,6.94000,0.02180,M-R relationship,2.350000,,5262.00
Kepler-896 c,Kepler-896,2,0,29.54225660,0.179200,3.150,0.277,10.10000,0.03170,M-R relationship,1.780000,,5510.00
Kepler-897 b,Kepler-897,1,0,8.04726420,0.077000,2.390,0.213,6.30000,0.01980,M-R relationship,2.540000,,5839.00
Kepler-898 b,Kepler-898,1,0,5.87061910,0.054500,1.490,0.133,2.83000,0.00889,M-R relationship,4.700000,,4223.00
Kepler-899 b,Kepler-899,1,0,19.17891293,0.139200,2.680,0.239,7.65000,0.02410,M-R relationship,2.180000,,5595.00
Kepler-9 b,Kepler-9,3,0,19.23891000,0.143000,8.290,0.740,43.40000,0.13655,Mass,0.420000,,5774.00
Kepler-9 c,Kepler-9,3,0,38.98530000,0.227000,8.080,0.721,29.90000,0.09408,Mass,0.310000,,5774.00
Kepler-9 d,Kepler-9,3,0,1.59285100,0.027300,1.640,0.146,8.41466,0.02647,Msini,13.547166,,5777.00
Kepler-90 i,KOI-351,8,0,14.44912000,0.120138,1.320,0.118,2.30000,0.00724,M-R relationship,5.500000,,6015.00
Kepler-900 b,Kepler-900,1,0,6.99130860,0.067900,2.080,0.186,4.98000,0.01570,M-R relationship,3.040000,,4836.00
Kepler-901 b,Kepler-901,1,0,3.51749439,0.037800,1.370,0.122,2.45000,0.00771,M-R relationship,5.240000,,4184.00
Kepler-902 b,Kepler-902,1,0,40.10995470,0.223000,2.540,0.227,6.99000,0.02200,M-R relationship,2.340000,,5647.00
Kepler-903 b,Kepler-903,2,0,10.35077210,0.090700,2.010,0.179,4.70000,0.01480,M-R relationship,3.180000,,5682.00
Kepler-903 c,Kepler-903,2,0,62.92285570,0.302000,2.530,0.226,6.94000,0.02180,M-R relationship,2.350000,,5682.00
Kepler-904 b,Kepler-904,1,0,3.02166863,0.041700,1.770,0.158,3.78000,0.01190,M-R relationship,3.750000,,6160.00
Kepler-905 b,Kepler-905,1,0,5.08274652,0.057200,1.410,0.126,2.57000,0.00809,M-R relationship,5.040000,,5461.00
Kepler-906 b,Kepler-906,1,0,41.69799760,0.235900,2.110,0.188,5.10000,0.01600,M-R relationship,2.980000,,6035.00
Kepler-907 b,Kepler-907,1,0,15.86621821,0.122500,1.200,0.107,1.87000,0.00588,M-R relationship,5.950000,,6106.00
Kepler-908 b,Kepler-908,1,0,1.34059747,0.024700,1.220,0.109,1.98000,0.00624,M-R relationship,5.990000,,5973.00
Kepler-909 b,Kepler-909,1,0,13.93290318,0.117500,1.470,0.131,2.76000,0.00869,M-R relationship,4.770000,,6154.00
Kepler-91 b,Kepler-91,1,0,6.24658000,0.073100,15.323,1.367,257.44230,0.81000,Mass,0.400000,K3,4550.00
Kepler-910 b,Kepler-910,1,0,2.36436901,0.038200,0.820,0.073,0.47700,0.00150,M-R relationship,4.750000,,6230.00
Kepler-911 b,Kepler-911,1,0,20.31050100,0.154900,2.600,0.232,7.27000,0.02290,M-R relationship,2.270000,,6112.00
Kepler-912 b,Kepler-912,1,0,2.53475627,0.033900,2.800,0.250,8.25000,0.02590,M-R relationship,2.070000,,5998.00
Kepler-913 b,Kepler-913,2,0,10.29672521,0.100900,2.060,0.184,4.90000,0.01540,M-R relationship,3.080000,,4687.00
Kepler-913 c,Kepler-913,2,0,5.93911982,0.069900,3.858,0.344,14.20000,0.04470,M-R relationship,1.360000,,6068.00
Kepler-914 b,Kepler-914,1,0,4.40966548,0.054400,1.380,0.123,2.48000,0.00780,M-R relationship,5.190000,,5877.00
Kepler-915 b,Kepler-915,1,0,4.59489604,0.056600,1.500,0.134,2.86000,0.00899,M-R relationship,4.660000,,6173.00
Kepler-916 b,Kepler-916,1,0,32.29687980,0.188500,1.760,0.157,3.75000,0.01180,M-R relationship,3.780000,,5248.00
Kepler-917 b,Kepler-917,1,0,2.97041437,0.037800,1.910,0.170,4.31000,0.01360,M-R relationship,3.400000,,5418.00
Kepler-918 b,Kepler-918,1,0,4.85386933,0.056900,1.740,0.155,3.68000,0.01160,M-R relationship,3.840000,,6028.00
Kepler-919 b,Kepler-919,1,0,11.04603384,0.098100,2.250,0.201,5.69000,0.01790,M-R relationship,2.740000,,6113.00
Kepler-92 b,Kepler-92,3,0,13.74900000,0.122268,3.510,0.313,64.30000,0.20200,Mass,2.098071,,5883.00
Kepler-92 c,Kepler-92,3,0,26.72300000,0.190427,2.600,0.232,6.10000,0.01900,Mass,4.747125,,5883.00
Kepler-92 d,Kepler-92,3,0,49.35680000,0.286661,2.067,0.184,11.86668,0.03734,Msini,7.457871,,5904.34
Kepler-920 b,Kepler-920,2,0,6.53192704,0.065000,2.420,0.216,6.44000,0.02030,M-R relationship,2.500000,,5403.00
Kepler-920 c,Kepler-920,2,0,100.82741130,0.402900,3.800,0.339,13.80000,0.04360,M-R relationship,1.380000,,5403.00
Kepler-921 b,Kepler-921,1,0,51.30063400,0.271600,2.870,0.256,8.60000,0.02710,M-R relationship,2.000000,,5663.00
Kepler-922 b,Kepler-922,1,0,0.93846683,0.018200,1.420,0.127,2.60000,0.00819,M-R relationship,4.990000,,5671.00
Kepler-923 b,Kepler-923,1,0,6.93366476,0.071500,1.380,0.123,2.48000,0.00780,M-R relationship,5.190000,,5988.00
Kepler-924 b,Kepler-924,1,0,61.03701170,0.335900,3.070,0.274,9.64000,0.03030,M-R relationship,1.830000,,6167.00
Kepler-925 b,Kepler-925,1,0,33.86785310,0.180500,2.340,0.209,6.08000,0.01910,M-R relationship,2.610000,,4673.00
Kepler-926 b,Kepler-926,1,0,52.06886010,0.273900,2.310,0.206,5.95000,0.01870,M-R relationship,2.650000,,5806.00
Kepler-927 b,Kepler-927,1,0,9.11499030,0.086600,1.720,0.153,3.61000,0.01130,M-R relationship,3.900000,,5743.00
Kepler-928 b,Kepler-928,1,0,3.93246130,0.044400,1.590,0.142,3.15000,0.00993,M-R relationship,4.310000,,4700.00
Kepler-929 b,Kepler-929,1,0,0.92103214,0.019200,1.110,0.099,1.41000,0.00444,M-R relationship,5.670000,,5869.00
Kepler-93 b,Kepler-93,2,0,4.72673978,0.053430,1.478,0.132,4.66000,0.01466,Mass,7.930000,,5669.00
Kepler-930 b,Kepler-930,1,0,71.45177750,0.347500,2.130,0.190,5.18000,0.01630,M-R relationship,2.950000,,6335.00
Kepler-931 b,Kepler-931,1,0,8.03755877,0.071900,1.330,0.119,2.33000,0.00733,M-R relationship,5.440000,,5241.00
Kepler-932 b,Kepler-932,1,0,1.92143740,0.027900,1.370,0.122,2.45000,0.00771,M-R relationship,5.240000,,5331.00
Kepler-933 b,Kepler-933,1,0,14.20443009,0.104100,2.460,0.219,6.62000,0.02080,M-R relationship,2.440000,,5346.00
Kepler-934 b,Kepler-934,1,0,55.67383090,0.265800,2.090,0.186,5.02000,0.01580,M-R relationship,3.020000,,5001.00
Kepler-935 b,Kepler-935,1,0,4.88083852,0.052700,1.350,0.120,2.39000,0.00752,M-R relationship,5.340000,,4830.00
Kepler-936 b,Kepler-936,1,0,10.56134221,0.095400,1.450,0.129,2.70000,0.00849,M-R relationship,4.870000,,5482.00
Kepler-937 b,Kepler-937,2,0,67.66882700,0.321400,3.720,0.332,13.40000,0.04200,M-R relationship,1.430000,,6095.00
Kepler-937 c,Kepler-937,2,0,153.34336400,0.554500,2.670,0.238,7.61000,0.02390,M-R relationship,2.200000,,6095.00
Kepler-938 b,Kepler-938,1,0,52.62984170,0.268900,2.220,0.198,5.56000,0.01750,M-R relationship,2.790000,,5533.00
Kepler-939 b,Kepler-939,1,0,14.87829600,0.115300,1.750,0.156,3.71000,0.01170,M-R relationship,3.800000,,5471.00
Kepler-94 b,Kepler-94,2,0,2.50806000,0.031060,3.510,0.313,10.84000,0.03400,Mass,1.450000,M0 V,4781.00
Kepler-94 c,Kepler-94,2,0,820.30000000,1.596807,12.500,1.110,3126.00000,9.83600,Mass,8.790000,M0 V,4781.00
Kepler-940 b,Kepler-940,1,0,59.62252570,0.305900,3.340,0.298,11.10000,0.03500,M-R relationship,1.640000,,5769.00
Kepler-941 b,Kepler-941,1,0,17.42395198,0.131100,3.080,0.275,9.69000,0.03050,M-R relationship,1.820000,,5539.00
Kepler-942 b,Kepler-942,1,0,44.96417488,0.229800,2.130,0.190,5.18000,0.01630,M-R relationship,2.950000,,4861.00
Kepler-943 b,Kepler-943,1,0,49.77014380,0.255900,5.930,0.529,29.50000,0.09280,M-R relationship,0.777000,,5612.00
Kepler-944 b,Kepler-944,1,0,43.31677370,0.228800,2.630,0.235,7.41000,0.02330,M-R relationship,2.240000,,5409.00
Kepler-945 b,Kepler-945,1,0,31.00338140,0.203700,2.630,0.235,7.41000,0.02330,M-R relationship,2.240000,,5718.00
Kepler-946 b,Kepler-946,1,0,11.79162572,0.100200,1.930,0.172,4.38000,0.01380,M-R relationship,3.350000,,5665.00
Kepler-947 b,Kepler-947,1,0,26.96443170,0.177300,2.280,0.203,5.82000,0.01830,M-R relationship,2.700000,,5508.00
Kepler-948 b,Kepler-948,1,0,7.76846622,0.074900,1.850,0.165,4.08000,0.01280,M-R relationship,3.540000,,5679.00
Kepler-949 b,Kepler-949,2,0,8.68930730,0.077400,2.910,0.260,8.80000,0.02770,M-R relationship,1.960000,,5403.00
Kepler-949 c,Kepler-949,2,0,20.99757968,0.139400,2.970,0.461,9.11000,0.02870,M-R relationship,1.910000,,5211.00
Kepler-95 b,Kepler-95,1,0,11.52310000,0.102279,3.420,0.305,13.00000,0.04100,Mass,1.710000,,5699.00
Kepler-950 b,Kepler-950,1,0,98.71804060,0.398200,8.980,0.801,59.60000,0.18800,M-R relationship,0.452000,,5857.00
Kepler-951 b,Kepler-951,1,0,71.52530845,0.309100,5.590,0.499,26.70000,0.08390,M-R relationship,0.840000,,4834.00
Kepler-952 b,Kepler-952,1,0,130.35469190,0.518300,7.650,0.682,45.40000,0.14300,M-R relationship,0.557000,,5730.00
Kepler-953 b,Kepler-953,2,0,88.40655258,0.392000,4.210,0.376,16.50000,0.05190,M-R relationship,1.220000,,5416.00
Kepler-953 c,Kepler-953,2,0,9.10967112,0.086200,1.190,0.106,1.81000,0.00570,M-R relationship,5.900000,,5416.00
Kepler-954 b,Kepler-954,1,0,16.78176602,0.118000,2.320,0.207,5.99000,0.01890,M-R relationship,2.640000,,4990.00
Kepler-955 b,Kepler-955,1,0,14.53244172,0.108300,3.130,0.279,9.96000,0.03130,M-R relationship,1.780000,,5350.00
Kepler-956 b,Kepler-956,1,0,5.24867263,0.059600,3.000,0.268,9.27000,0.02920,M-R relationship,1.890000,,6040.00
Kepler-957 b,Kepler-957,1,0,5.90741354,0.055900,5.500,0.491,25.90000,0.08160,M-R relationship,0.855000,,4963.00
Kepler-958 b,Kepler-958,1,0,9.76788050,0.085200,2.060,0.184,4.90000,0.01540,M-R relationship,3.080000,,5421.00
Kepler-959 b,Kepler-959,1,0,14.80074836,0.163300,4.380,0.391,17.60000,0.05550,M-R relationship,1.150000,,7005.00
Kepler-96 b,Kepler-96,1,0,16.23850000,0.126039,2.670,0.238,8.46000,0.02700,Mass,2.260000,,5690.00
Kepler-960 b,Kepler-960,1,0,3.12686223,0.041400,2.290,0.204,5.86000,0.01840,M-R relationship,2.680000,,4755.00
Kepler-961 b,Kepler-961,1,0,16.87727414,0.124500,2.550,0.227,7.04000,0.02210,M-R relationship,2.330000,,5582.00
Kepler-962 b,Kepler-962,1,0,12.05707239,0.098400,1.970,0.176,4.54000,0.01430,M-R relationship,3.260000,,5478.00
Kepler-963 b,Kepler-963,1,0,9.97683705,0.084900,2.660,0.237,7.56000,0.02380,M-R relationship,2.210000,,5461.00
Kepler-964 b,Kepler-964,1,0,13.52251060,0.106300,2.120,0.189,5.14000,0.01620,M-R relationship,2.960000,,5427.00
Kepler-965 b,Kepler-965,1,0,134.25272980,0.512000,3.380,0.302,11.40000,0.03570,M-R relationship,1.620000,,5886.00
Kepler-966 b,Kepler-966,1,0,99.74762200,0.390700,4.130,0.368,16.00000,0.05020,M-R relationship,1.250000,,5840.00
Kepler-967 b,Kepler-967,2,0,13.22713379,0.102700,2.350,0.210,6.12000,0.01930,M-R relationship,2.590000,,5178.00
Kepler-967 c,Kepler-967,2,0,198.71125020,0.625300,3.650,0.326,12.90000,0.04070,M-R relationship,1.460000,,5178.00
Kepler-968 b,Kepler-968,3,0,3.69298373,0.038900,2.000,0.178,4.66000,0.01470,M-R relationship,3.200000,,4598.00
Kepler-968 c,Kepler-968,3,0,5.70940492,0.052000,1.690,0.151,3.50000,0.01100,M-R relationship,3.980000,,4598.00
Kepler-969 b,Kepler-969,2,0,34.17317140,0.202700,2.070,0.185,4.94000,0.01550,M-R relationship,3.060000,,5214.00
Kepler-969 c,Kepler-969,2,0,1.68293460,0.027200,0.990,0.088,0.93700,0.00295,M-R relationship,5.310000,,5214.00
Kepler-97 b,Kepler-97,2,0,2.58664000,0.035618,1.480,0.132,3.51000,0.01100,Mass,5.440000,,5779.00
Kepler-970 b,Kepler-970,1,0,16.73652500,0.139000,2.609,0.233,7.31000,0.02300,M-R relationship,2.260000,,4290.00
Kepler-971 b,Kepler-971,1,0,9.59070716,0.082700,2.130,0.190,5.18000,0.01630,M-R relationship,2.950000,,5431.00
Kepler-972 b,Kepler-972,1,0,7.03932553,0.073400,4.650,0.415,19.50000,0.06140,M-R relationship,1.070000,,6146.00
Kepler-973 b,Kepler-973,1,0,49.60773310,0.250800,1.960,0.175,4.50000,0.01420,M-R relationship,3.280000,,5213.00
Kepler-974 b,Kepler-974,1,0,4.19449651,0.041900,1.570,0.140,3.09000,0.00972,M-R relationship,4.390000,,3687.00
Kepler-975 b,Kepler-975,2,0,1.97034246,0.030300,1.480,0.132,2.79000,0.00879,M-R relationship,4.730000,,4897.00
Kepler-975 c,Kepler-975,2,0,5.05821338,0.056700,10.690,0.504,80.20000,0.25200,M-R relationship,0.361000,,4883.00
Kepler-976 b,Kepler-976,1,0,105.95641480,0.421700,3.960,0.353,14.90000,0.04670,M-R relationship,1.320000,,5232.00
Kepler-977 b,Kepler-977,1,0,26.85328322,0.162000,2.620,0.234,7.37000,0.02320,M-R relationship,2.250000,,5315.00
Kepler-978 b,Kepler-978,1,0,49.62215090,0.272600,2.990,0.267,9.22000,0.02900,M-R relationship,1.900000,,6002.00
Kepler-979 b,Kepler-979,1,0,8.08801350,0.075300,2.720,0.243,7.85000,0.02470,M-R relationship,2.140000,,5310.00
Kepler-98 b,Kepler-98,1,0,1.54168000,0.026126,1.990,0.178,3.55000,0.01100,Mass,2.180000,,5539.00
Kepler-980 b,Kepler-980,1,0,11.55102504,0.100500,2.670,0.238,7.61000,0.02390,M-R relationship,2.200000,,5935.00
Kepler-981 b,Kepler-981,1,0,4.46975774,0.053500,2.310,0.206,5.95000,0.01870,M-R relationship,2.650000,,5718.00
Kepler-982 b,Kepler-982,1,0,15.77382210,0.129100,2.250,0.201,5.69000,0.01790,M-R relationship,2.740000,,6139.00
Kepler-983 b,Kepler-983,1,0,60.08550820,0.314800,2.360,0.211,6.17000,0.01940,M-R relationship,2.580000,,6052.00
Kepler-984 b,Kepler-984,1,0,43.03422720,0.232700,2.120,0.189,5.14000,0.01620,M-R relationship,2.960000,,5610.00
Kepler-985 b,Kepler-985,1,0,116.33190100,0.445100,2.980,0.266,9.17000,0.02880,M-R relationship,1.900000,,5434.00
Kepler-986 b,Kepler-986,1,0,56.43499380,0.276000,2.360,0.211,6.17000,0.01940,M-R relationship,2.580000,,5642.00
Kepler-987 b,Kepler-987,1,0,105.30331480,0.423800,3.260,0.291,10.70000,0.03360,M-R relationship,1.700000,,5637.00
Kepler-988 b,Kepler-988,1,0,17.76080053,0.108500,2.070,0.185,4.94000,0.01550,M-R relationship,3.060000,,4005.00
Kepler-989 b,Kepler-989,1,0,7.96431535,0.073400,2.210,0.197,5.52000,0.01740,M-R relationship,2.810000,,5074.00
Kepler-99 b,Kepler-99,1,0,4.60358000,0.050692,1.480,0.132,6.15000,0.01900,Mass,10.900000,,4782.00
Kepler-990 b,Kepler-990,2,0,9.91723428,0.088300,2.600,0.232,7.27000,0.02290,M-R relationship,2.270000,,5948.00
Kepler-990 c,Kepler-990,2,0,0.53835431,0.012700,1.530,0.136,2.96000,0.00930,M-R relationship,4.540000,,5948.00
Kepler-991 b,Kepler-991,1,0,82.53425190,0.310400,2.540,0.227,6.99000,0.02200,M-R relationship,2.340000,,4392.00
Kepler-992 b,Kepler-992,1,0,20.16034462,0.133900,1.620,0.145,3.26000,0.01020,M-R relationship,4.210000,,4944.00
Kepler-993 b,Kepler-993,1,0,22.08557563,0.130000,2.970,0.265,9.11000,0.02870,M-R relationship,1.910000,,3843.00
Kepler-994 b,Kepler-994,1,0,1.15116651,0.017700,1.600,0.143,3.19000,0.01000,M-R relationship,4.280000,,3934.00
Kepler-995 b,Kepler-995,1,0,28.26731672,0.170100,2.700,0.241,7.75000,0.02440,M-R relationship,2.160000,,5206.00
Kepler-996 b,Kepler-996,1,0,3.77059058,0.047400,1.980,0.177,4.58000,0.01440,M-R relationship,3.240000,,6014.00
Kepler-997 b,Kepler-997,1,0,2.70730672,0.039700,1.360,0.121,2.42000,0.00761,M-R relationship,5.290000,,6150.00
Kepler-998 b,Kepler-998,1,0,5.65377733,0.062600,2.320,0.207,5.99000,0.01890,M-R relationship,2.640000,,6058.00
Kepler-999 b,Kepler-999,1,0,5.99185702,0.068100,2.340,0.209,6.08000,0.01910,M-R relationship,2.610000,,6237.00
L 168-9 b,L 168-9,1,0,1.40150000,0.020910,1.390,0.124,4.60000,0.01447,Mass,9.600000,M1 V,3800.00
L 363-38 b,L 363-38,1,0,8.78100000,0.048000,2.000,0.179,4.67000,0.01469,Msini,3.210000,,3129.00
L 98-59 b,L 98-59,4,0,2.25311360,0.021910,0.850,0.076,0.40000,0.00126,Mass,3.600000,M3 V,3415.00
L 98-59 c,L 98-59,4,0,3.69067450,0.031700,1.340,0.120,2.42000,0.00761,Mass,5.460000,M3 V,3412.00
L 98-59 d,L 98-59,4,0,7.45072900,0.050600,1.580,0.141,2.31000,0.00727,Mass,3.170000,M3 V,3412.00
L 98-59 e,L 98-59,4,0,12.79600000,0.071700,1.560,0.139,3.06000,0.00963,Msini,4.430000,M3 V,3415.00
LHS 1140 b,LHS 1140,2,0,24.73723000,0.094600,1.730,0.154,5.60000,0.01762,Mass,5.900000,M4.5 V,3096.00
LHS 1140 c,LHS 1140,2,0,3.77794000,0.027000,1.272,0.113,1.91000,0.00601,Mass,5.100000,M4.5 V,3096.00
LHS 1478 b,LHS 1478,1,0,1.94953780,0.018480,1.242,0.111,2.33000,0.00733,Mass,6.670000,m3 V,3381.00
LHS 1678 b,LHS 1678,3,0,0.86023250,0.012390,0.685,0.061,0.35000,0.00110,Mass,6.000000,M2.0 V,3490.00
LHS 1678 c,LHS 1678,3,0,3.69428400,0.032700,0.941,0.084,1.40000,0.00440,Mass,10.600000,M2.0 V,3490.00
LHS 1678 d,LHS 1678,3,0,4.96522290,0.040000,0.981,0.088,0.90700,0.00285,M-R relationship,5.280000,M2.0 V,3490.00
LHS 1815 b,LHS 1815,1,0,3.81433400,0.040400,1.088,0.097,1.58000,0.00497,Mass,6.700000,M1,3643.00
LHS 3154 b,LHS 3154,1,0,3.71778000,0.022620,3.690,0.329,13.15000,0.04137,Msini,1.440000,M6.5,2861.00
LHS 3844 b,LHS 3844,1,0,0.46292913,0.006220,1.303,0.116,2.25000,0.00708,M-R relationship,5.590000,M5,3036.00
LHS 475 b,LHS 475,1,0,2.02908800,0.020370,0.991,0.088,0.94100,0.00296,M-R relationship,5.310000,M3.5 V,3300.00
LP 714-47 b,LP 714-47,1,0,4.05203700,0.041700,4.700,0.419,30.80000,0.09691,Mass,1.700000,M0.0 V,3950.00
LP 791-18 b,LP 791-18,3,0,0.94799810,0.009780,1.212,0.108,1.94000,0.00609,M-R relationship,5.990000,M(6.1 +/- 0.7) V,2960.00
LP 791-18 c,LP 791-18,3,0,4.98990930,0.029610,2.438,0.218,7.10000,0.02234,Mass,2.690000,M(6.1 +/- 0.7) V,2960.00
LP 791-18 d,LP 791-18,3,0,2.75343600,0.019920,1.032,0.092,0.90000,0.00283,Mass,4.500000,M(6.1 +/- 0.7) V,2960.00
LSPM J2116+0234 b,LSPM J2116+0234,1,0,14.43990000,0.087600,3.710,0.331,13.30000,0.04185,Msini,1.430000,M3.0 V,3475.00
LTT 1445 A b,LTT 1445 A,2,0,5.35876000,0.022000,1.180,0.105,2.87000,0.00903,Mass,7.100000,M3.0,3340.00
LTT 1445 A c,LTT 1445 A,2,0,3.12390350,0.026610,1.147,0.102,1.54000,0.00485,Mass,5.570000,M3.0,3340.00
LTT 3780 b,LTT 3780,2,0,0.76837931,0.011950,1.325,0.118,2.46000,0.00774,Mass,5.800000,M3.5 V,3358.00
LTT 3780 c,LTT 3780,2,0,12.25228400,0.075700,2.390,0.213,8.04000,0.02530,Mass,3.240000,M3.5 V,3358.00
LTT 9779 b,LTT 9779,1,0,0.79205200,0.016790,4.720,0.421,29.32000,0.09225,Mass,1.536000,G7 V,5443.00
Luhman 16 b,Luhman 16 A,1,0,9697.00000000,3.520000,11.900,1.060,9344.15517,29.40000,Mass,30.500000,,
Lupus-TR-3 b,Lupus-TR-3,1,0,3.91405000,0.046400,9.976,0.890,257.43100,0.81000,Mass,1.400000,,5000.00
MASCARA-1 b,MASCARA-1,1,0,2.14877381,0.040352,17.901,1.597,1175.97100,3.70000,Mass,1.500000,A8,7490.00
MASCARA-4 b,MASCARA-4,1,0,2.82406000,0.047000,17.150,1.530,985.27300,3.10000,Mass,1.070000,A7 V,7800.00
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,1,0,2800.00000000,3.200000,3.210,0.286,10.40000,0.03270,Mass,1.730000,,
MOA-2009-BLG-387L b,MOA-2009-BLG-387L,1,0,1980.00000000,1.800000,13.200,1.180,830.00000,2.60000,Mass,1.980000,,
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,1,0,3000.00000000,1.100000,12.900,1.150,1500.00000,4.80000,Mass,3.840000,,
MXB 1658-298 b,MXB 1658-298,1,0,760.00000000,1.613000,12.000,1.070,7532.57100,23.70000,Mass,24.000000,,
NGC 2682 Sand 1429 b,NGC 2682 Sand 1429,1,0,77.48000000,0.384000,13.400,1.200,572.09113,1.80000,Msini,1.310000,F9.5 V,6000.00
NGC 2682 Sand 364 b,NGC 2682 Sand 364,1,0,121.71000000,0.530000,12.700,1.130,2126.28270,6.69000,Msini,5.700000,K3 III,4284.00
NGTS-1 b,NGTS-1,1,0,2.64729800,0.032600,14.908,1.330,258.07796,0.81200,Mass,0.420000,M0.5,3916.00
NGTS-10 b,NGTS-10,1,0,0.76689440,0.014300,13.507,1.205,687.14846,2.16200,Mass,1.430000,K5 V,4600.00
NGTS-11 b,NGTS-11,1,0,35.45533000,0.201000,9.158,0.817,109.33352,0.34400,Mass,0.780000,K,5050.00
NGTS-12 b,NGTS-12,1,0,7.53280600,0.075700,11.747,1.048,66.10864,0.20800,Mass,0.223000,G,5690.00
NGTS-13 b,NGTS-13,1,0,4.11902700,0.054900,12.801,1.142,1538.29720,4.84000,Mass,4.020000,,5819.00
NGTS-14 A b,NGTS-14 A,1,0,3.53571730,0.040300,4.977,0.444,29.24036,0.09200,Mass,1.395000,K1 V,5187.00
NGTS-15 b,NGTS-15,1,0,3.27623000,0.044100,12.330,1.100,238.68913,0.75100,Mass,0.740000,G6 V,5600.00
NGTS-16 b,NGTS-16,1,0,4.84532000,0.052300,14.572,1.300,211.99155,0.66700,Mass,0.380000,G7 V,5550.00
NGTS-17 b,NGTS-17,1,0,3.24253000,0.039100,13.899,1.240,242.82090,0.76400,Mass,0.500000,G4 V,5650.00
NGTS-18 b,NGTS-18,1,0,3.05125000,0.044800,13.563,1.210,129.99182,0.40900,Mass,0.280000,G5 V,5610.00
NGTS-2 b,NGTS-2,1,0,4.51116400,0.063000,17.878,1.595,235.19420,0.74000,Mass,0.226000,F5 V,6478.00
NGTS-20 b,NGTS-20,1,0,54.18915000,0.313000,11.994,1.070,947.12865,2.98000,Mass,3.020000,G1 IV,5980.00
NGTS-21 b,NGTS-21,1,0,1.54338970,0.023600,14.908,1.330,750.07504,2.36000,Mass,1.250000,K3 V,4660.00
NGTS-23 b,NGTS-23,1,0,4.07643260,0.050400,14.202,1.267,194.82881,0.61300,Mass,0.374000,F9 V,6057.00
NGTS-24 b,NGTS-24,1,0,3.46787960,0.047900,13.608,1.214,165.27077,0.52000,Mass,0.360000,G2 IV,5820.00
NGTS-25 b,NGTS-25,1,0,2.82309300,0.038800,11.467,1.023,203.09235,0.63900,Mass,0.740000,K0 V,5321.00
NGTS-3 A b,NGTS-3 A,1,0,1.67537280,0.023000,16.589,1.480,756.43540,2.38000,Mass,0.310000,G6 V,5600.00
NGTS-30 b,NGTS-30,1,0,98.29838000,0.408000,10.402,0.928,305.11527,0.96000,Mass,1.490000,,5455.00
NGTS-4 b,NGTS-4,1,0,1.33735080,0.019000,3.180,0.284,20.60000,0.06481,Mass,3.450000,,5143.00
NGTS-5 b,NGTS-5,1,0,3.35698660,0.038200,12.733,1.136,72.78307,0.22900,Mass,0.194000,K2 V,4987.00
NGTS-6 b,NGTS-6,1,0,0.88205900,0.016770,14.863,1.326,425.57437,1.33900,Mass,0.711000,,4730.00
NGTS-8 b,NGTS-8,1,0,2.49970000,0.035000,12.218,1.090,295.58190,0.93000,Mass,0.890000,K0 V,5241.00
NGTS-9 b,NGTS-9,1,0,4.43527000,0.058000,11.994,1.070,921.70700,2.90000,Mass,2.930000,F8 V,6330.00
NN Ser c,NN Ser,2,0,5573.55000000,5.350000,12.600,1.130,2329.60000,7.33000,Mass,6.400000,WD,57000.00
NN Ser d,NN Ser,2,0,2883.50000000,3.430000,13.300,1.190,731.00000,2.30000,Mass,1.710000,WD,57000.00
NSVS 14256825 b,NSVS 14256825,1,0,3225.00000000,3.120000,12.300,1.100,4497.29450,14.15000,Msini,13.300000,,40000.00
NY Vir b,NY Vir,2,0,3160.00000000,3.300000,13.300,1.190,730.97800,2.30000,Mass,1.710000,,32780.00
OGLE-2005-BLG-390L b,OGLE-2005-BLG-390L,1,0,3285.00000000,2.600000,2.210,0.197,5.50000,0.01700,Mass,2.800000,,
